30;0
31;0.4720039117
32;0.9324449617
33;1.382162794
34;1.822125488
35;2.253301122
36;2.676657776
37;3.093163527
38;3.503786456
39;3.909494641
40;4.31125616
41;4.710039094
42;5.10681152
43;5.502541517
44;5.898197165
45;6.294746543
46;6.693157729
47;7.094398802
48;7.499437841
49;7.909242925
50;8.340040409
51;8.751595927
52;9.181314676
53;9.630812088
54;10.10170359
55;10.59560463
56;11.11413061
57;11.65889699
58;12.23151918
59;12.83361262
60;13.46679274
61;14.13267497
62;14.83287474
63;15.56900749
64;16.34268863
65;17.15553362
66;18.00915787
67;18.90517681
68;19.84520588
69;20.83086051
70;21.82013946
71;22.9962737
72;24.21528864
73;25.48689191
74;26.82032333
75;28.22435497
76;29.70729109
77;31.27696818
78;32.94075497
79;34.70555238
80;36.57779357
81;38.56344391
82;40.66800098
83;42.8964946
84;45.2534868
85;47.74307183
86;50.36887616
87;53.13405848
88;56.04130969
89;59.09285293
90;62.29044354
91;65.6353691
92;69.12844938
93;72.77003639
94;76.56001437
95;80.49779975
96;84.58234121
97;88.81211962
98;93.18514809
99;97.69897195
100;102.3506687
101;107.1368482
102;112.0536524
103;117.0967554
104;122.2613637
105;127.542216
106;132.9335831
107;138.4292681
108;144.0226062
109;149.7064651
110;155.4732444
111;161.3148761
112;167.2228243
113;173.1880856
114;179.2011885
115;185.2521938
116;191.3306946
117;197.4258161
118;203.5262159
119;209.6200838
120;215.6951415
121;221.7386433
122;227.7373755
123;233.6776568
127;360
